src,trg,theta
花好月圆圆圆团,花灯红火挂满街,3
花灯红火挂满街,元宵寄相思,3
元宵寄相思,来去心声和祝愿,3
来去心声和祝愿,愿缘亲友每个团“圆”梦,3
元宵寄相思,花好月圆人团圆,3
花好月圆人团圆,群灯争艳你最“艳”,3
群灯争艳你最“艳”,寄去相思和祝愿,3
寄去相思和祝愿,网中情缘缘“圆”,3
午夜人散尽,花好月圆家人团圆,3
花好月圆家人团圆,群灯吐艳你最“好”,3
群灯吐艳你最“好”,寄去相思和祝愿,3
寄去相思和祝愿,网中情缘愿梦“圆”,3
我思我想我知道,我不能伴在你的身边,3
我不能伴在你的身边,我念我行我知道,3
我念我行我知道,我能做的只有遥远的思念,3
我能做的只有遥远的思念,你快乐吗,3
你快乐吗,你幸福吗,3
你幸福吗,我默默祝福你,3
我思我愿千万个思念,在空气中凝固,3
在空气中凝固,我念我想扬起风飘向你,3
我念我想扬起风飘向你,带着我的祝福,3
带着我的祝福,寂寞我不在乎,3
寂寞我不在乎,你快乐我就满足,3
你快乐我就满足,想你是我的幸福,3
天地有谁知,但愿你知道,3
但愿你知道,有个人时时惦念着你,3
有个人时时惦念着你,元宵节的灯火,3
元宵节的灯火,是我的祝愿,3
是我的祝愿,是你含笑传情的眼睛,3
是你含笑传情的眼睛,它缀在我的心幕上,3
它缀在我的心幕上,夜夜亮晶晶,3
我的心我祝我愿,真诚地为你祝愿：愿你在这一年里平安、快乐,3
带着满满相思,带着满满祝福,3
带着满满祝福,带着温馨祈愿,3
带着温馨祈愿,祝福你元宵节快乐,3
一年一度良宵好,淑气鸿喜千家乐,3
淑气鸿喜千家乐,彩灯春花万户新,3
玉宇无尘,我欲乘风飞去,3
我欲乘风飞去,月明碧玉三千里,3
月明碧玉三千里,银河散影,3
银河散影,良宵点点,3
良宵点点,人醉春风十二楼,3
三五良宵,齐聚良明,3
齐聚良明,花灯吐艳映新春,3
花灯吐艳映新春,一年守望,3
一年守望,万家灯火,3
万家灯火,明月生辉度佳节,3
灯火良宵,鱼龙百戏,3
鱼龙百戏,团团圆圆,3
团团圆圆,穿红挂绿,3
穿红挂绿,琉璃盛世,3
琉璃盛世,锦绣三春,3
片片雪花飞,宵夜短,3
宵夜短,日上五竿长,3
日上五竿长,时际上元,3
时际上元,玉烛长调千户乐,3
玉烛长调千户乐,月当午夜,3
月当午夜,花灯遍照万家春,3
春夜短,白白元宵度,3
白白元宵度,春夜灯花,3
春夜灯花,几处笙歌腾朗月,3
几处笙歌腾朗月,良宵美景,3
良宵美景,万家箫管庆丰年,3
推开窗门瑞雪寒,一年一度元宵开,3
一年一度元宵开,雪月梅柳开新春,3
雪月梅柳开新春,花鼓龙灯闹元宵,3
人人报平安,一曲笙歌春似海,3
一曲笙歌春似海,万家灯火夜如年,3
一宵寒暑一万年,暧间好似度华年,3
暧间好似度华年,灯火万家,3
灯火万家,良宵美景,3
良宵美景,笙歌一曲,3
笙歌一曲,盛世佳音,3
户户团圆,家富人寿,3
家富人寿,月圆年丰,3
元宵夜连连,万户雪花开,3
万户雪花开,欢歌笑语,3
欢歌笑语,千家把酒赏花灯,3
元宵的灯火同天上的月亮在争相放映着光芒,新年的祝福在这里休憩并走向永远,3
新年的祝福在这里休憩并走向永远,小小的汤圆包裹着幸福送入你的心间,3
小小的汤圆包裹着幸福送入你的心间,元宵节祝您合家欢乐,3
远看灯街比星光灿烂,似串串珍珠如无线乐谱,3
似串串珍珠如无线乐谱,五彩斑斓,3
五彩斑斓,近视欢歌劲舞雄狮跃,3
近视欢歌劲舞雄狮跃,似潮流涌动如八仙过海,3
似潮流涌动如八仙过海,热闹非凡,3
热闹非凡,鼓声激励朋友前进的步伐,3
鼓声激励朋友前进的步伐,红灯照亮你似锦的前途,3
红灯照亮你似锦的前途,祝你元宵节快乐,3
花开花落花满天,春日春景春风爽,3
春日春景春风爽,福多财多好运多,3
福多财多好运多,风顺雨顺事事顺,3
风顺雨顺事事顺,忙忙碌碌为工作,3
忙忙碌碌为工作,开开心心过元宵,3
开开心心过元宵,祝您万事如意,3
祝您万事如意,心想事成,3
圆月高悬看世间,惊叹人间聚团圆,3
惊叹人间聚团圆,亲情友情爱无限,3
亲情友情爱无限,甜蜜和美喜乐天,3
甜蜜和美喜乐天,难怪嫦娥都羡眼,3
难怪嫦娥都羡眼,仙女都愿往人间,3
仙女都愿往人间,自亏我月广寒宫,3
自亏我月广寒宫,仙境不如俗世昌,3
仙境不如俗世昌,愿你十五觅女仙,3
愿你十五觅女仙,美女朋友把你伴,3
月圆听风清,宇静寻芳情,3
宇静寻芳情,十五佳境,3
十五佳境,且看知音犹在,3
且看知音犹在,老友喜相逢,3
老友喜相逢,风雪蒙,3
风雪蒙,泪烛明,3
泪烛明,盼佳人,3
盼佳人,歌舞升平,3
歌舞升平,念今宵夜浓,3
念今宵夜浓,诚邀玉兔,3
诚邀玉兔,下凡祈恒梦,3
下凡祈恒梦,亲,3
亲,节日快乐,3
圆圆锅子煮汤圆,圆圆心情庆团圆,3
圆圆心情庆团圆,彩灯挂起阖家欢,3
彩灯挂起阖家欢,愿你记住每一份甜,3
愿你记住每一份甜,甜蜜包裹在糯米里,3
甜蜜包裹在糯米里,幸福常留在你心间,3
幸福常留在你心间,祝大家元宵节快乐,3
元旦除夕没谋面,宵夜早茶没约见,3
宵夜早茶没约见,节前假后没做伴,3
节前假后没做伴,元宵佳节送你点啥,3
元宵佳节送你点啥,送上短信带上祝福,3
送上短信带上祝福,愿你抱平安、拥健康、揣幸福、携快乐、牵财运、元宵快乐,3
圆圆圆圆圆圆滚滚的元宵节就要到了,滚滚滚滚滚滚烫的祝福送给你了,3
滚滚滚滚滚滚烫的祝福送给你了,提前祝你兔年元宵花好月圆、合家团圆、幸福快乐、圆圆满满,3
汤圆粘,人团圆,3
人团圆,红烛花灯闹佳节,3
红烛花灯闹佳节,欢乐阖家欢,3
欢乐阖家欢,鞭炮声声笑开怀,3
鞭炮声声笑开怀,渐无语,3
渐无语,星阑珊,3
星阑珊,月光如水照无眠,3
月光如水照无眠,元宵春风暖,3
元宵春风暖,祝元宵节愉快,3
要一家人看着福想着祝,看看今天的月亮圆不圆,3
看看今天的月亮圆不圆,看家人团不团圆,3
看家人团不团圆,看天上的星星满不满,3
看天上的星星满不满,看碗里的元宵是不是很满,3
元宵佳节不送礼,发条短信祝福你：健康快乐长伴你,3
发条短信祝福你：健康快乐长伴你,好运和你不分离,3
好运和你不分离,最后让我告诉你,3
最后让我告诉你,钞票滚滚进袋里,3
钞票滚滚进袋里,好处全都送给你,3
好处全都送给你,元宵节快乐,3
紫气东来龙头抬,元宵祝福早送来：欢欢喜喜欢喜年,3
元宵祝福早送来：欢欢喜喜欢喜年,开开心心开心年,3
开开心心开心年,平平安安平安年,3
平平安安平安年,健健康康健康年,3
健健康康健康年,快快乐乐快乐年,3
快快乐乐快乐年,团团圆圆团圆年,3
十五的月儿圆,桌上的元宵圆,3
桌上的元宵圆,父母的恩情圆,3
父母的恩情圆,夫妻的感情圆,3
夫妻的感情圆,子女的孝心圆,3
子女的孝心圆,济济一堂的亲情圆又圆,3
济济一堂的亲情圆又圆,祝你全家元宵节快乐,3
灯耀人面夜如昼,烟花爆竹绽清流,3
烟花爆竹绽清流,龙腾狮舞闹上元,3
龙腾狮舞闹上元,锣鼓喧天响宇宙,3
锣鼓喧天响宇宙,呼朋唤友结伴行,3
呼朋唤友结伴行,人潮涌动挤街头,3
人潮涌动挤街头,彩灯谜语欢歌骤,3
彩灯谜语欢歌骤,春风邀君元宵游,3
春风邀君元宵游,元宵节快乐,3
元宵到,送你一盏彩灯,3
送你一盏彩灯,愿照亮你幸福的家庭,3
愿照亮你幸福的家庭,照亮你光辉的前程,3
照亮你光辉的前程,照亮你甜蜜的爱情,3
照亮你甜蜜的爱情,照亮你红火的日子,3
照亮你红火的日子,照亮你健康的身体,3
照亮你健康的身体,照亮你平安的一生,3
年年元宵年年圆,年年花灯年年转,3
年年花灯年年转,家圆人圆幸福圆,3
家圆人圆幸福圆,团团圆圆,3
团团圆圆,财转情转事业转,3
财转情转事业转,时来运转,3
时来运转,愿愿随愿月儿圆,3
愿愿随愿月儿圆,事事随心汤圆甜,3
事事随心汤圆甜,元宵快乐,3
点一盏明灯,写一句祝福,3
写一句祝福,放在平安的湖,3
放在平安的湖,包一颗元宵,3
包一颗元宵,送一句问候,3
送一句问候,发往幸福的你,3
发往幸福的你,元宵佳节,3
元宵佳节,祝你全家团圆,3
祝你全家团圆,健康快乐,3
新年过完,一切皆散,3
一切皆散,没得再玩,3
没得再玩,要去上班,3
要去上班,辛苦赚钱,3
辛苦赚钱,节日不闲,3
节日不闲,元宵来伴,3
元宵来伴,月圆人圆,3
月圆人圆,衷心祝愿,3
衷心祝愿,身体壮健,3
身体壮健,钱途无限,3
钱途无限,幸福无边,3
吃过喜庆的水饺,吃完长寿的面条,3
吃完长寿的面条,迎来团圆的元宵,3
迎来团圆的元宵,元宵佳节马上到,3
元宵佳节马上到,亲手包只元宵送给你,3
亲手包只元宵送给你,我已经为你包进平平安安,3
我已经为你包进平平安安,包进顺顺利利,3
包进顺顺利利,包进团团圆圆,3
元宵节到,送你一份宵夜大餐：喜悦菜,3
送你一份宵夜大餐：喜悦菜,团圆羹,3
团圆羹,美满饭,3
美满饭,祝福汤,3
祝福汤,外加四个热元宵,3
外加四个热元宵,分别写着“心想事成”,3
分别写着“心想事成”,包你吃出牛年吉祥,3
包你吃出牛年吉祥,阖家团圆,3
元宵节到了,特意为你做了一锅“幸福汤圆”其中一个真心馅一个关怀馅一个吉祥馅一个如意馅一个快乐馅一个健康馅一个福气馅一个甜蜜馅,3
特意为你做了一锅“幸福汤圆”其中一个真心馅一个关怀馅一个吉祥馅一个如意馅一个快乐馅一个健康馅一个福气馅一个甜蜜馅,祝你元宵节快乐,3
天边的繁星闪烁,眼前的华灯缤纷,3
眼前的华灯缤纷,快乐的谜底万千,3
快乐的谜底万千,心中的祝福斑斓,3
心中的祝福斑斓,锅中的汤圆柔滑,3
锅中的汤圆柔滑,碗中的甜汤醇厚,3
碗中的甜汤醇厚,幸福的团圆不断,3
幸福的团圆不断,真诚的问候绵绵,3
真诚的问候绵绵,元宵节快乐,3
满满的月儿圆圆的脸,闪闪的烟花美美的灯,3
闪闪的烟花美美的灯,甜甜的汤圆密密的你,3
甜甜的汤圆密密的你,短短的信息深深的情,3
短短的信息深深的情,满满的祝福默默的我,3
满满的祝福默默的我,愿你有棒棒的身体乐乐的笑,3
愿你有棒棒的身体乐乐的笑,元宵快乐,3
人生有如冬奥赛场：上半场按学历、职位、薪金,有如空中技巧比上升,3
有如空中技巧比上升,下半场按血压、血脂、血糖,3
下半场按血压、血脂、血糖,有如跳台滑雪比下降,3
有如跳台滑雪比下降,元宵祝你有如王鳎永远是赢家,3
千万人之中,遇见我要遇见的人,3
遇见我要遇见的人,于千万年中遇见我要遇见的人,3
于千万年中遇见我要遇见的人,没人早一步,3
没人早一步,也没有迟一步,3
也没有迟一步,遇上了也只能轻轻的说一句,3
遇上了也只能轻轻的说一句,哦原来你在这里,3
元宵节,放烟花：有玫瑰,3
放烟花：有玫瑰,成双成对,3
成双成对,有玉兰,3
有玉兰,万事不难,3
万事不难,有茉莉,3
有茉莉,好运随你,3
好运随你,有秋菊,3
有秋菊,年年有余,3
年年有余,有杜鹃,3
有杜鹃,红红火火,3
红红火火,有牡丹,3
有牡丹,一生富贵,3
一生富贵,元宵快乐,3
让我的短信带着快乐飞向你的梦乡,让我的短信伴着好运降落到你的身旁,3
让我的短信伴着好运降落到你的身旁,让我的短信携着幸福流淌在你的心房,3
让我的短信携着幸福流淌在你的心房,让我的短信捎给你元宵的吉祥,3
让我的短信捎给你元宵的吉祥,元宵快乐,3
为你煮碗汤圆,加上幸福,3
加上幸福,和着心愿,3
和着心愿,给你最温暖的元宵祝愿,3
给你最温暖的元宵祝愿,让阵阵初春的晚风吹拂你的心田,3
让阵阵初春的晚风吹拂你的心田,让手机铃声轻响我的思念,3
让手机铃声轻响我的思念,祝福你元宵快乐,3
祝福你元宵快乐,生活顺心,3
十五快乐,希望你,3
希望你,快乐是分分秒秒快乐,3
快乐是分分秒秒快乐,健康是平平安安,3
健康是平平安安,开心是时时如意,3
开心是时时如意,财富是日积月累,3
财富是日积月累,事业是平步青云,3
事业是平步青云,朋友是快乐有佳,3
朋友是快乐有佳,做2013最幸福的人,3
晨曦中最温暖的那缕阳光就是我对您最真挚的祝福,夕阳西下时最夺目的那末红霞也是对您最热诚的祈祷：牛年元宵节,3
夕阳西下时最夺目的那末红霞也是对您最热诚的祈祷：牛年元宵节,祝您牛气冲天,3
元宵到,亲手为你包汤圆：包上芝麻,3
亲手为你包汤圆：包上芝麻,祝你升迁发达,3
祝你升迁发达,包上红糖,3
包上红糖,日子甜蜜芳香,3
日子甜蜜芳香,包上红枣,3
包上红枣,生活步步高,3
生活步步高,一条短信,3
一条短信,把祝愿带到,3
把祝愿带到,祝你元宵节快乐,3
床前明月光,祝福响当当,3
祝福响当当,幸福和安康,3
幸福和安康,永在你身旁,3
永在你身旁,好运伴吉祥,3
好运伴吉祥,开心欢歌唱,3
开心欢歌唱,元宵喜洋洋,3
元宵喜洋洋,财运喜气旺,3
财运喜气旺,开心笑语淌,3
开心笑语淌,牛年你最棒,3
牛年你最棒,元宵节快乐,3
元宵将至,没什么可以送你的,3
没什么可以送你的,于是挑来几担快乐,3
于是挑来几担快乐,扛来几袋幸福,3
扛来几袋幸福,装来几盒鸿运,3
装来几盒鸿运,运来几筐好心情作为配料,3
运来几筐好心情作为配料,包进团圆汤圆里送给你,3
包进团圆汤圆里送给你,祝元宵快乐甜蜜,3
短信轻吟舞蹁跹,无限问候暖心田,3
无限问候暖心田,缕缕莲香沁心脾,3
缕缕莲香沁心脾,温馨祝愿满心间,3
温馨祝愿满心间,正月十五月正圆,3
正月十五月正圆,廊桥美梦一线牵,3
廊桥美梦一线牵,在这个月圆之夜,3
在这个月圆之夜,送去我美好的心愿,3
如果一滴水代表一份寄挂,我送你大海,3
我送你大海,如果一颗星代表一份思念,3
如果一颗星代表一份思念,我送你银河,3
我送你银河,如果一勺蜂蜜代表一份祝福,3
如果一勺蜂蜜代表一份祝福,元宵节我送你蜜蜂窝,3
元宵节我送你蜜蜂窝,祝您开心快乐,3
时际上元,玉烛长调千户乐,3
玉烛长调千户乐,月当五夜,3
月当五夜,花灯遍照万家春,3
花灯遍照万家春,三五良宵,3
三五良宵,花灯吐艳映新春,3
花灯吐艳映新春,一年初望,3
一年初望,明月生辉度佳节,3
明月生辉度佳节,祝君事业腾达,3
祝君事业腾达,多喜多福,3
汤圆粘,人团圆,3
人团圆,红烛花灯闹佳节,3
红烛花灯闹佳节,欢乐阖家欢,3
欢乐阖家欢,鞭炮声声笑开怀,3
鞭炮声声笑开怀,渐无语,3
渐无语,星阑珊,3
星阑珊,月光如水照无眠,3
月光如水照无眠,元宵春风暖,3
元宵春风暖,祝元宵节愉快,3
祝元宵节愉快,祝您元宵节快乐,3
赏明月,观花灯,3
观花灯,今宵花好月圆,3
今宵花好月圆,元宵圆,3
元宵圆,家团圆,3
家团圆,新年好梦更圆,3
新年好梦更圆,龙灯舞,3
龙灯舞,祝福来,3
祝福来,明朝光辉灿烂,3
明朝光辉灿烂,借着元宵佳节,3
借着元宵佳节,我真情祝愿,3
我真情祝愿,愿你的未来更美好,3
元宵佳节到,祝福来热闹：天上月圆人团圆,3
祝福来热闹：天上月圆人团圆,家庭美满心事圆,3
家庭美满心事圆,好运团圆能逢圆,3
好运团圆能逢圆,幸福祥和尽欢颜,3
幸福祥和尽欢颜,祝你,3
祝你,人缘、情缘、福缘、财缘,3
人缘、情缘、福缘、财缘,缘缘不断,3
缘缘不断,事事如愿,3
如果天晴,我愿轻风捎去我的祝福,3
我愿轻风捎去我的祝福,如果天阴,3
如果天阴,我愿薄云捎去我的祝愿,3
我愿薄云捎去我的祝愿,如果雨天,3
如果雨天,我愿水珠带去我的想念,3
我愿水珠带去我的想念,祝福你元宵佳节快乐,3
祝福你元宵佳节快乐,是我今天唯一的心愿,3
元宵节到了,送上我最真的祝福,3
送上我最真的祝福,愿你：元宵佳节好梦连连,3
愿你：元宵佳节好梦连连,心情舒畅欢乐延延,3
心情舒畅欢乐延延,家和美满幸福暖暖,3
家和美满幸福暖暖,身体安康财源滚滚,3
身体安康财源滚滚,工作顺利其乐融融,3
工作顺利其乐融融,祝你元宵快乐,3
我要对你“三心二意”,爱你真心,3
爱你真心,哄你开心,3
哄你开心,对你用心,3
对你用心,绝对顺从你意,3
绝对顺从你意,为了你什么都愿意,3
为了你什么都愿意,宝贝,3
宝贝,爱你永远,3
某人不爱卫生,已经很久没洗澡了,3
已经很久没洗澡了,朋友问他为啥不洗澡,3
朋友问他为啥不洗澡,他说：要是洗了澡,3
他说：要是洗了澡,元宵节我用什么原料来搓汤圆啊,3
元宵节我用什么原料来搓汤圆啊,还看,3
还看,那人就是你,3
那人就是你,哈哈,3
哈哈,元宵节快乐,3
新年过后又上元,离家郎君几日还,3
离家郎君几日还,今夕玉盘银光满,3
今夕玉盘银光满,渴望围炉品汤圆,3
渴望围炉品汤圆,元夜明镜照人间,3
元夜明镜照人间,邻家笛笙未曾眠,3
邻家笛笙未曾眠,敢问明月向我诉,3
敢问明月向我诉,天地情人可团圆,3
天地情人可团圆,祝快乐元宵节,3
赶个早,提个前,3
提个前,送份元宵串串连：新年撞大运,3
送份元宵串串连：新年撞大运,财神宠幸你,3
财神宠幸你,家人关心你,3
家人关心你,春风洋溢你,3
春风洋溢你,我会祝福你,3
我会祝福你,幸运之星永远照着你,3
幸运之星永远照着你,元宵节快乐,3
元宵佳节赏花灯,吉祥之星为你升,3
吉祥之星为你升,元宵佳节赏花灯,3
元宵佳节赏花灯,快乐之树为你生,3
快乐之树为你生,正月十五吃汤圆,3
正月十五吃汤圆,好运之粥为你甜,3
好运之粥为你甜,正月十五吃汤圆,3
正月十五吃汤圆,梦想之月为你圆,3
梦想之月为你圆,元宵快乐,3
良宵佳节,花灯吐艳映新春,3
花灯吐艳映新春,一年初望,3
一年初望,明月生辉度佳节,3
明月生辉度佳节,在这快乐分享的时刻,3
在这快乐分享的时刻,思念好友的时刻,3
思念好友的时刻,美梦成真的时刻,3
美梦成真的时刻,祝你元宵快乐,3
祝你元宵快乐,团圆美满,3
千山万水总是情,团团圆圆闹元宵,3
团团圆圆闹元宵,吃着元宵喝可乐,3
吃着元宵喝可乐,愿你财源滚滚乐逍遥,3
愿你财源滚滚乐逍遥,高挂红灯猜灯谜,3
高挂红灯猜灯谜,智慧超群福星高照,3
智慧超群福星高照,祝你元宵节后快马加鞭马到成功,3
祝你元宵节家人团圆,朋友欢聚,3
朋友欢聚,情人浪漫,3
情人浪漫,手舞足蹈,3
手舞足蹈,动感十足,3
动感十足,早晚笑脸,3
早晚笑脸,欣慰的表情上演节日的异彩纷呈,3
欣慰的表情上演节日的异彩纷呈,元宵节快乐,3
祥瑞的鲜花为你而开,欢乐的硕果为你结,3
欢乐的硕果为你结,幸福的甜蜜为你而酿,3
幸福的甜蜜为你而酿,平安的阶梯为你搭,3
平安的阶梯为你搭,祝福的短信为你而写,3
祝福的短信为你而写,祝你元宵节快乐,3
祝你元宵节快乐,身体健康,3
身体健康,万事如意,3
人生有如冬奥赛场：上半场按学历、职位、薪金,有如空中技巧比上升,3
有如空中技巧比上升,下半场按血压、血脂、血糖,3
下半场按血压、血脂、血糖,有如跳台滑雪比下降,3
有如跳台滑雪比下降,元宵祝你有如王鳎永远是赢家,3
柔柔的月光是柔柔的爱恋,红红的灯笼是红红的心愿,3
红红的灯笼是红红的心愿,圆圆的汤圆是圆圆的期盼,3
圆圆的汤圆是圆圆的期盼,缤纷的烟花是缤纷的心情,3
缤纷的烟花是缤纷的心情,别致的窗花是别致的祝福,3
别致的窗花是别致的祝福,愿你元宵节快乐,3
元宵短信拜年,送你瑞龙闹春：驾起好运筋头云,3
送你瑞龙闹春：驾起好运筋头云,扶摇直上九重天,3
扶摇直上九重天,罩你一头吉祥雾,3
罩你一头吉祥雾,洒你一身幸福雨,3
洒你一身幸福雨,吹出四面顺利风,3
吹出四面顺利风,吐出三味快乐火,3
吐出三味快乐火,愿你一年都乐呵,3
圆圆圆圆圆圆滚滚的元宵节就要到了,滚滚滚滚滚滚烫的祝福送给你了,3
滚滚滚滚滚滚烫的祝福送给你了,提前祝你兔年元宵花好月圆、合家团圆、幸福快乐、圆圆满满,3
送走春节的热闹,迎来元宵节的欢笑,3
迎来元宵节的欢笑,愿你美丽比春花艳,3
愿你美丽比春花艳,健康比春芽壮,3
健康比春芽壮,爱情比元宵甜,3
爱情比元宵甜,事业比月亮圆,3
事业比月亮圆,财源比天宽,3
财源比天宽,烦恼冰雪融,3
烦恼冰雪融,幸福恒久远,3
幸福恒久远,祝元宵节快乐安康,3
正月十五月儿圆,真诚祝福送身边,3
真诚祝福送身边,正月十五元宵甜,3
正月十五元宵甜,祝你虎年更有钱,3
祝你虎年更有钱,正月十五展笑脸,3
正月十五展笑脸,快乐长久幸福绵,3
快乐长久幸福绵,正月十五享团圆,3
正月十五享团圆,祝你吉祥在虎年,3
萧瑟的冬天已悄悄流逝,多变的永远是天气,3
多变的永远是天气,而永恒不变的是我们的友谊,3
而永恒不变的是我们的友谊,愿这最后淡淡的寒风,3
愿这最后淡淡的寒风,拂去你过去一年的疲惫,3
拂去你过去一年的疲惫,瑟瑟的北风传递给你我衷心的祝福：元宵节快乐,3
正月十五,送你一块幸福的年糕,3
送你一块幸福的年糕,愿你的地位一年更比一年“糕”,3
愿你的地位一年更比一年“糕”,愿你的工资一月更比一月“糕”,3
愿你的工资一月更比一月“糕”,愿你的薪水一日更比一日“糕”,3
元宵到,送你一盏彩灯,3
送你一盏彩灯,愿照亮你幸福的家庭,3
愿照亮你幸福的家庭,照亮你光辉的前程,3
照亮你光辉的前程,照亮你甜蜜的爱情,3
照亮你甜蜜的爱情,照亮你红火的日子,3
照亮你红火的日子,照亮你健康的身体,3
照亮你健康的身体,照亮你平安的一生,3
佳节是元宵,猜灯谜,3
猜灯谜,走高跷,3
走高跷,一夜鱼龙翻腾起,3
一夜鱼龙翻腾起,舞出人生步步高,3
舞出人生步步高,团圆在今朝,3
团圆在今朝,吃汤圆,3
吃汤圆,放鞭炮,3
放鞭炮,惟愿友人身安康,3
惟愿友人身安康,合家欢乐乐陶陶,3
把幸福斟满酒杯,碰响如意连连,3
碰响如意连连,把快乐包进汤圆,3
把快乐包进汤圆,品尝欢乐不断,3
品尝欢乐不断,把吉祥写入灯迷,3
把吉祥写入灯迷,收获好运无尽,3
收获好运无尽,把祝福填进文字,3
把祝福填进文字,发送开心无数,3
发送开心无数,无宵节,3
无宵节,愿你合家美满,3
愿你合家美满,节日快乐,3
新年到,元宵闹,3
元宵闹,蹦到锅里搅一搅,3
蹦到锅里搅一搅,馅香溢,3
馅香溢,福满多,3
福满多,包出新春好味道,3
包出新春好味道,喜气扬,3
喜气扬,福气冒,3
福气冒,合家团圆乐陶陶你一颗,3
合家团圆乐陶陶你一颗,我一颗,3
我一颗,品出兔年好味道,3
正月十五闹新春,合家团圆享温存,3
合家团圆享温存,快乐佳肴锅中炖,3
快乐佳肴锅中炖,幸福元宵大口吞,3
幸福元宵大口吞,愿你佳节享如意,3
愿你佳节享如意,财运福运满乾坤,3
财运福运满乾坤,爱情甜蜜友情稳,3
爱情甜蜜友情稳,红火吉祥迎进门,3
元宵到,愿你看着汤圆圆圆,3
愿你看着汤圆圆圆,吃得肚皮满圆,3
吃得肚皮满圆,喜得脸蛋滚圆,3
喜得脸蛋滚圆,家庭幸福团圆,3
家庭幸福团圆,事业红得溜圆,3
事业红得溜圆,爱情花好月圆,3
爱情花好月圆,一生春色满圆,3
一生春色满圆,一世幸福美圆,3
潮涨潮落,月盈月亏,3
月盈月亏,龙年即将迎来第一个月圆之夜,3
龙年即将迎来第一个月圆之夜,祝你：月月加薪,3
祝你：月月加薪,月月发财,3
月月发财,月月健康,3
月月健康,月月精彩,3
月月精彩,月月平安,3
月月平安,月月吉祥,3
月月吉祥,月月快乐,3
月月快乐,月月幸福,3
天上星,亮晶晶,3
亮晶晶,元宵节,3
元宵节,表我情,3
表我情,品元宵,3
品元宵,要用心,3
要用心,赏花灯,3
赏花灯,要开心,3
要开心,猜灯谜,3
猜灯谜,要费心,3
要费心,这个节日最温馨,3
这个节日最温馨,真心祝你元宵节快乐,3
亲爱的朋友,元宵节快乐,3
元宵节快乐,值此佳节,3
值此佳节,祝福送到,3
祝福送到,圆圆的汤圆,3
圆圆的汤圆,粘又粘,3
粘又粘,圆圆的明月,3
圆圆的明月,问候依然,3
问候依然,心中的祝愿,3
心中的祝愿,牵挂久远,3
牵挂久远,愿你幸福绵绵,3
愿你幸福绵绵,好运连连,3
新年到,元宵闹,3
元宵闹,蹦到锅里搅一搅,3
蹦到锅里搅一搅,馅香溢,3
馅香溢,福满多,3
福满多,包出新春好味道,3
包出新春好味道,喜气扬,3
喜气扬,福气冒,3
福气冒,合家团圆乐陶陶你一颗,3
合家团圆乐陶陶你一颗,我一颗,3
我一颗,品出兔年好味道,3
元宵到来春回还,一元复始笑语欢,3
一元复始笑语欢,张灯结彩猜灯谜,3
张灯结彩猜灯谜,摩肩接踵也情愿,3
摩肩接踵也情愿,猜完灯谜回家转,3
猜完灯谜回家转,共尝汤圆赏月圆,3
共尝汤圆赏月圆,生活美好甜如蜜,3
生活美好甜如蜜,开开心心到永远,3
开开心心到永远,祝元宵节快乐无限,3
天上有明月如盘,碗中有元宵如珠,3
碗中有元宵如珠,家中有团团圆圆乐趣无穷,3
家中有团团圆圆乐趣无穷,心中有好梦圆圆心想事成,3
心中有好梦圆圆心想事成,在元宵佳节到来之际,3
在元宵佳节到来之际,诚挚祝您节日快乐,3
诚挚祝您节日快乐,阖家开心,3
嫦娥美貌天下知,每逢佳节把你思,3
每逢佳节把你思,元宵到来最诚挚,3
元宵到来最诚挚,祝福给你学写诗,3
祝福给你学写诗,快乐伴你发花痴,3
快乐伴你发花痴,赶走烦恼那小厮,3
赶走烦恼那小厮,愿你生活最如意,3
愿你生活最如意,前途光明最得意,3
前途光明最得意,祝你元宵快乐,3
正月十五的月儿圆,正月十五的花灯艳,3
正月十五的花灯艳,正月十五的汤圆最香甜,3
正月十五的汤圆最香甜,正月十五的烟花最璀璨,3
正月十五的烟花最璀璨,正月十五的祝福最美满,3
千万个思念,在空气中凝固,3
在空气中凝固,扬起风吹向你,3
扬起风吹向你,带着我的祝福,3
带着我的祝福,寂寞我不在乎,3
寂寞我不在乎,你快乐我就满足,3
你快乐我就满足,想你是我的幸福,3
想你是我的幸福,祝你元宵快乐,3
时间过得真快,刚刚过了春节,3
刚刚过了春节,元宵节又来,3
元宵节又来,春节刚刚向你拜年,3
春节刚刚向你拜年,元宵节送你美好祝愿：祝你吃了香甜的汤圆,3
元宵节送你美好祝愿：祝你吃了香甜的汤圆,生活甜甜,3
生活甜甜,梦想圆圆,3
梦想圆圆,健康平安幸福永远,3
元宵佳节即将到,我急得不得了,3
我急得不得了,吃饭要趁热,3
吃饭要趁热,祝福要趁早,3
祝福要趁早,等到那晚来到,3
等到那晚来到,短信一定热闹,3
短信一定热闹,我在一边偷笑他们统统迟到,3
我在一边偷笑他们统统迟到,提前祝你元宵节快乐,3
酒香浓郁飘万里,老友心中永牢记,3
老友心中永牢记,每逢佳节想起你,3
每逢佳节想起你,元宵祝福最真挚,3
元宵祝福最真挚,温暖温馨来惦记,3
温暖温馨来惦记,愿你强壮好身体,3
愿你强壮好身体,愿你善良好心地,3
愿你善良好心地,祝你生活顺心,3
祝你生活顺心,万事如意,3
